Tempo_s,ECG_Bruto,ECG_Filtrado
0.152,-0.065,-0.02689503793719108
0.154,-0.065,-0.025448027070966623
0.156,-0.065,-0.024296722161902474
0.158,-0.064,-0.023757892598382062
0.16,-0.06,-0.024051610686823967
0.162,-0.06,-0.02523210687537684
0.164,-0.06,-0.027147456023184274
0.166,-0.06,-0.02944326446989723
0.168,-0.06,-0.031615277624130994
0.17,-0.06,-0.033105789793449476
0.172,-0.062,-0.03343039952459879
0.174,-0.079,-0.03231361547049586
0.176,-0.084,-0.02980275736766247
0.178,-0.072,-0.026323120862548868
0.18,-0.065,-0.022641663458532472
0.182,-0.061,-0.019725888356497228
0.184,-0.054,-0.01851334430910417
0.186,-0.046,-0.01963465627586842
0.188,-0.038,-0.023152854669120815
0.19,-0.035,-0.028391112625164323
0.192,-0.049,-0.033914224445226064
0.194,-0.075,-0.037698601320945525
0.196,-0.104,-0.03747123221963918
0.198,-0.105,-0.031136793162187267
0.2,-0.065,-0.017174263323549675
0.202,-0.034,0.00510525311996682
0.204,0.009,0.035491505596894866
0.206,0.06,0.07297854355521402
0.208,0.107,0.1159649595776351
0.21,0.145,0.1624617771043421
0.212,0.165,0.21024106115753058
0.214,0.222,0.25690491458001596
0.216,0.262,0.2999039316638057
0.218,0.267,0.3365666238740798
0.22,0.285,0.36420875653799134
0.222,0.322,0.38037240793223875
0.224,0.383,0.3831939252385867
0.226,0.421,0.3718217565887405
0.228,0.364,0.3467357193180241
0.23,0.24,0.30981664000379316
0.232,0.196,0.26410462362943615
0.234,0.163,0.21331684752025698
0.236,0.117,0.1612835255720198
0.238,0.067,0.1114574347568288
0.24,0.02,0.06658646024208312
0.242,0.002,0.028565536607471735
0.244,-0.006,-0.0015658089667919574
0.246,-0.047,-0.023537656995032318
0.248,-0.09,-0.03773019027448986
0.25,-0.08,-0.0450493105486485
0.252,-0.075,-0.04679613609399223
0.254,-0.076,-0.044518807362553696
0.256,-0.073,-0.03984826603926437
0.258,-0.07,-0.034337297456540024
0.26,-0.07,-0.02932614168339244
0.262,-0.066,-0.025847542306107855
0.264,-0.061,-0.024569417812607967
0.266,-0.06,-0.025764475316636077
0.268,-0.06,-0.029297869167108984
0.27,-0.055,-0.034635278509884994
0.272,-0.052,-0.04088842465450907
0.274,-0.076,-0.04692330386737318
0.276,-0.08,-0.05154785016273536
0.278,-0.091,-0.05376646607802656
0.28,-0.145,-0.05304766195178105
0.282,-0.11,-0.04951833582471249
0.284,-0.061,-0.04399885648821973
0.286,-0.049,-0.03784033437886293
0.288,-0.056,-0.03260067933732999
0.29,-0.055,-0.029655080499416876
0.292,-0.055,-0.02984971504980359
0.294,-0.055,-0.03328358598633575
0.296,-0.056,-0.03926756160429108
0.298,-0.08,-0.04647294691151116
0.3,-0.12,-0.053240484379170214
0.302,-0.11,-0.0579758648281875
0.304,-0.097,-0.05952718198917472
0.306,-0.092,-0.057444141844295055
0.308,-0.082,-0.0520591927114274
0.31,-0.07,-0.04438533104742738
0.312,-0.062,-0.03587080577313912
0.314,-0.053,-0.02807777519868561
0.316,-0.051,-0.02236042622919396
0.318,-0.056,-0.01961017736596591
0.32,-0.055,-0.02011454453346583
0.322,-0.056,-0.023548352305560592
0.324,-0.051,-0.029088894198066356
0.326,-0.069,-0.03562462913849581
0.328,-0.092,-0.042009467875647515
0.33,-0.085,-0.0473023982026112
0.332,-0.084,-0.05093283354621626
0.334,-0.086,-0.05275349275367249
0.336,-0.083,-0.05297987990016607
0.338,-0.08,-0.0520512800276112
0.34,-0.08,-0.050467276807502
0.342,-0.08,-0.04865176401273013
0.344,-0.081,-0.04687773179969247
0.346,-0.078,-0.04525978352673447
0.348,-0.075,-0.04379790089216153
0.35,-0.075,-0.04244328443983734
0.352,-0.075,-0.041157011243590065
0.354,-0.075,-0.03994143446411595
0.356,-0.073,-0.0388377450133252
0.358,-0.07,-0.0378966362260508
0.36,-0.07,-0.03713881222579075
0.362,-0.07,-0.03652492298653132
0.364,-0.067,-0.03594935989159395
0.366,-0.065,-0.03526185197686685
0.368,-0.065,-0.034309913847379594
0.37,-0.065,-0.03298796434903446
0.372,-0.065,-0.031277028915551314
0.374,-0.062,-0.029262412577739556
0.376,-0.059,-0.027124422043457205
0.378,-0.06,-0.025106084262799293
0.38,-0.06,-0.023467556313168245
0.382,-0.06,-0.022436965126449132
0.384,-0.057,-0.022163514384650522
0.386,-0.053,-0.02267580135640881
0.388,-0.049,-0.023850212455260037
0.39,-0.045,-0.025400196643691895
0.392,-0.042,-0.02690160836107135
0.394,-0.068,-0.027864789285805464
0.396,-0.081,-0.027846895038739758
0.398,-0.067,-0.026574623782021266
0.4,-0.06,-0.024033973693255262
0.402,-0.056,-0.02049183822470628
0.404,-0.049,-0.016439078787582773
0.406,-0.041,-0.01247042366707537
0.408,-0.033,-0.00913298166283727
0.41,-0.03,-0.006782036496739133
0.412,-0.031,-0.005482009808770427
0.414,-0.027,-0.004981676496002465
0.416,-0.04,-0.004775331532256705
0.418,-0.056,-0.004237602806076711
0.42,-0.045,-0.0027952178444875936
0.422,-0.037,-8.492457126631247e-05
0.424,-0.029,0.003948163005272271
0.426,-0.021,0.009035357534220604
0.428,-0.013,0.01464895537332048
0.43,-0.005,0.02012284943998913
0.432,0.0,0.02479545781124472
0.434,-0.003,0.02814072380585881
0.436,-0.005,0.029860756085141604
0.438,-0.006,0.029927515291039705
0.44,-0.01,0.02857608263402249
0.442,-0.01,0.026263127380267714
0.444,-0.011,0.0236082525575898
0.446,-0.02,0.021332833165087293
0.448,-0.006,0.020201792354217787
0.45,0.03,0.020960261565367063
0.452,0.006,0.02424595347425542
0.454,-0.03,0.030463733436550008
0.456,-0.026,0.03964022634467507
0.458,0.008,0.051315611116615374
0.46,0.035,0.0645398718218886
0.462,0.057,0.07800479092176714
0.464,0.062,0.09028520160004595
0.466,0.073,0.10012240987619662
0.468,0.086,0.1066763352846388
0.47,0.08,0.10969130109216298
0.472,0.075,0.1095470954206485
0.474,0.075,0.10719233451957105
0.476,0.074,0.1039772319635784
0.478,0.068,0.10141571186202501
0.48,0.065,0.10091405965696196
0.482,0.067,0.10350904379165166
0.484,0.056,0.10966339029520783
0.486,0.081,0.11916535540032204
0.488,0.109,0.1311644603723021
0.49,0.095,0.14434525201359671
0.492,0.144,0.15720356799996035
0.494,0.158,0.16835893006569633
0.496,0.148,0.17682326091337597
0.498,0.15,0.18215692776387424
0.5,0.145,0.18447840754330147
0.502,0.145,0.18434055073235994
0.504,0.146,0.18252334482410387
0.506,0.143,0.1798074106140656
0.508,0.14,0.17678591362503773
0.51,0.14,0.17375387528278027
0.512,0.136,0.1706907732575012
0.514,0.134,0.1673295683297342
0.516,0.136,0.163286046044642
0.518,0.133,0.15820956149762458
0.52,0.12,0.15191299811393194
0.522,0.112,0.1444480535670686
0.524,0.105,0.13610996348412902
0.526,0.094,0.12737666165512404
0.528,0.083,0.11880371915893635
0.53,0.075,0.1109048369440537
0.532,0.067,0.10404834065976329
0.534,0.061,0.0983939707429169
0.536,0.06,0.0938826414589814
0.538,0.059,0.09027739879891297
0.54,0.055,0.0872402852402672
0.542,0.055,0.08442103535328889
0.544,0.052,0.08153175522888641
0.546,0.051,0.0783866831116308
0.548,0.048,0.07489600908584214
0.55,0.035,0.07101614711383063
0.552,0.027,0.06667450149719388
0.554,0.017,0.061701099625884145
0.556,0.004,0.055805726156189304
0.558,0.002,0.0486301534964999
0.56,0.02,0.039877496789725984
0.562,0.037,0.02948021361287378
0.564,0.01,0.017733537552382248
0.566,-0.04,0.005319286782557428
0.568,-0.068,-0.006810446221735279
0.57,-0.065,-0.017650994325721574
0.572,-0.065,-0.02637764496727855
0.574,-0.065,-0.03250975444616111
0.576,-0.065,-0.035966559678824575
0.578,-0.065,-0.03702379985687077
0.58,-0.065,-0.036209501503027465
0.582,-0.065,-0.03418221562579036
0.584,-0.065,-0.031623567686036365
0.586,-0.065,-0.02915939123200787
0.588,-0.065,-0.027308021176818912
0.59,-0.065,-0.026445414951959526
0.592,-0.066,-0.02677639532612978
0.594,-0.06,-0.02830857019708468
0.596,-0.049,-0.03083707910741456
0.598,-0.056,-0.033957790313519184
0.6,-0.085,-0.03712504510911662
0.602,-0.083,-0.03975312265554216
0.604,-0.076,-0.04133720704351458
0.606,-0.075,-0.041557770926114936
0.608,-0.074,-0.04034079847189419
0.61,-0.07,-0.037865961125097415
0.612,-0.07,-0.034530719810438044
0.614,-0.068,-0.030884080482415244
0.616,-0.062,-0.02754240974077625
0.618,-0.06,-0.0250968500068986
0.62,-0.06,-0.024021042659917818
0.622,-0.056,-0.02458970552811316
0.624,-0.055,-0.026821768349679354
0.626,-0.054,-0.03046381208070606
0.628,-0.066,-0.035026619616974744
0.63,-0.09,-0.03987585939500799
0.632,-0.087,-0.04435878333864631
0.634,-0.084,-0.04793251719077483
0.636,-0.085,-0.05025800855849851
0.638,-0.085,-0.051238403356479646
0.64,-0.085,-0.05100089392074951
0.642,-0.081,-0.04983587094302216
0.644,-0.08,-0.04811368838902126
0.646,-0.08,-0.04619990364410392
0.648,-0.08,-0.04438645789007978
0.65,-0.08,-0.04284996780795158
0.652,-0.076,-0.041640974566864754
0.654,-0.075,-0.040701876162547584
0.656,-0.075,-0.03990708548106067
0.658,-0.075,-0.03911572027595786
0.66,-0.075,-0.03822415970164269
0.662,-0.075,-0.03720431345134152
0.664,-0.072,-0.03611562968616229
0.666,-0.069,-0.035085592152761705
0.668,-0.07,-0.034262969193414795
0.67,-0.07,-0.033756643113907824
0.672,-0.07,-0.033577172778387177
0.674,-0.067,-0.033597763118689
0.676,-0.064,-0.033547761296609066
0.678,-0.065,-0.03304647455487786
0.68,-0.065,-0.031677530381897495
0.682,-0.065,-0.029093691115748912
0.684,-0.066,-0.025130883723265187
0.686,-0.061,-0.019902342414351785
0.688,-0.054,-0.013843178094090969
0.69,-0.05,-0.0076838850323123105
0.692,-0.042,-0.0023464689528318846
0.694,-0.037,0.0012247765238704799
0.696,-0.031,0.0022678499285232446
0.698,-0.023,0.00039807371235813264
0.7,-0.02,-0.004259660692648752
0.702,-0.029,-0.011050553901835642
0.704,-0.06,-0.018907640111261195
0.706,-0.083,-0.02659199857909555
0.708,-0.085,-0.032992751957175874
0.71,-0.085,-0.03739551196243489
0.712,-0.086,-0.03963477475225755
0.714,-0.08,-0.040084707908848875
0.716,-0.07,-0.039494977999794276
0.718,-0.064,-0.038725057448034166
0.72,-0.055,-0.038460564087030955
0.722,-0.041,-0.03900194680215991
0.724,-0.082,-0.040194478200626285
0.726,-0.109,-0.041519706703842
0.728,-0.091,-0.04230694470521273
0.73,-0.085,-0.04197892047884295
0.732,-0.081,-0.04024330552042663
0.734,-0.074,-0.03717738494417682
0.736,-0.066,-0.03319936508487661
0.738,-0.058,-0.02895375093830972
0.74,-0.055,-0.025153908564596903
0.742,-0.059,-0.02242528387957074
0.744,-0.061,-0.02118206237396021
0.746,-0.059,-0.02155425796402029
0.748,-0.061,-0.02336860378792741
0.75,-0.065,-0.02617947578281652
0.752,-0.065,-0.029343981678690487
0.754,-0.064,-0.03213397447426834
0.756,-0.068,-0.03387396413953957
0.758,-0.077,-0.034086596863447234
0.76,-0.08,-0.032617762304569496
0.762,-0.072,-0.029706807477199917
0.764,-0.066,-0.025971653338919178
0.766,-0.064,-0.022297202831680053
0.768,-0.058,-0.01964270577476492
0.77,-0.05,-0.018809633988944217
0.772,-0.047,-0.020228518511809873
0.774,-0.036,-0.02382658350932837
0.776,-0.061,-0.029023331494621683
0.778,-0.099,-0.034865812859701244
0.78,-0.09,-0.04026697720801068
0.782,-0.085,-0.044271903639067266
0.784,-0.086,-0.046271287050624554
0.786,-0.083,-0.0461107955468491
0.788,-0.08,-0.04408672976510716
0.79,-0.08,-0.04084980778292209
0.792,-0.076,-0.037252516395445974
0.794,-0.071,-0.03417601445594529
0.796,-0.07,-0.032367196047551804
0.798,-0.07,-0.032310055623669405
0.8,-0.065,-0.034149708364190616
0.802,-0.062,-0.03768174553581162
0.804,-0.083,-0.04241145270960483
0.806,-0.1,-0.04767337881156347
0.808,-0.1,-0.05278309802019095
0.81,-0.1,-0.05717974610556979
0.812,-0.1,-0.06052116463210706
0.814,-0.1,-0.06271292380735627
0.816,-0.1,-0.06387611524304831
0.818,-0.1,-0.06427485901886922
0.82,-0.1,-0.06422945922233526
0.822,-0.1,-0.0640377948903737
0.824,-0.103,-0.06391984713986663
0.826,-0.106,-0.0639912652762331
0.828,-0.105,-0.06426383301650922
0.83,-0.105,-0.06466558524015947
0.832,-0.105,-0.06507205752078132
0.834,-0.105,-0.0653415489730861
0.836,-0.105,-0.0653489630155609
0.838,-0.105,-0.06501340435880916
0.84,-0.105,-0.06431483963889485
0.842,-0.101,-0.06329628732494243
0.844,-0.1,-0.062051085500701014
0.846,-0.1,-0.06069902100959352
0.848,-0.1,-0.05935830419126855
0.85,-0.1,-0.058120813807018175
0.852,-0.096,-0.0570360978753363
0.854,-0.095,-0.056107022031523124
0.856,-0.095,-0.05529758723705544
0.858,-0.095,-0.05455073684510166
0.86,-0.095,-0.05381066185443785
0.862,-0.095,-0.05304163250883606
0.864,-0.092,-0.05223595260565581
0.866,-0.089,-0.05140806390583434
0.868,-0.09,-0.05057833623833443
0.87,-0.09,-0.04975503384787132
0.872,-0.09,-0.04892334785440524
0.874,-0.091,-0.048046221910240036
0.876,-0.088,-0.047075826246421676
0.878,-0.085,-0.04597026732104049
0.88,-0.085,-0.044709009323148904
0.882,-0.085,-0.0433018508233351
0.884,-0.082,-0.04178862040018183
0.886,-0.079,-0.04022940004701215
0.888,-0.08,-0.03868807834194134
0.89,-0.08,-0.03721450850345449
0.892,-0.076,-0.035831084045206844
0.894,-0.074,-0.034528005067103185
0.896,-0.076,-0.03326887921768155
0.898,-0.074,-0.03200515107049835
0.9,-0.07,-0.03069466260410049
0.902,-0.07,-0.0293178455639613
0.904,-0.071,-0.027885777536390502
0.906,-0.068,-0.026437045815756885
0.908,-0.065,-0.025023955175225994
0.91,-0.065,-0.023692511285937485
0.912,-0.065,-0.0224637308481165
0.914,-0.062,-0.021324436222732654
0.916,-0.059,-0.02023323444008801
0.918,-0.06,-0.01914293194015978
0.92,-0.06,-0.018035268082324488
0.922,-0.06,-0.016958288698516774
0.924,-0.06,-0.01605262655369942
0.926,-0.06,-0.015552913651743798
0.928,-0.06,-0.01575582395021549
0.93,-0.06,-0.01695583339052755
0.932,-0.06,-0.019361049363330746
0.934,-0.059,-0.023011101694255454
0.936,-0.064,-0.027723613181489706
0.938,-0.071,-0.033092136321522185
0.94,-0.075,-0.03854557988645101
0.942,-0.096,-0.04345960621681494
0.944,-0.099,-0.04729069914076992
0.946,-0.094,-0.04969239043094415
0.948,-0.094,-0.05057765665285306
0.95,-0.09,-0.050111193880631705
0.952,-0.09,-0.048640118551607124
0.954,-0.087,-0.046589486510089095
0.956,-0.085,-0.04435438736187147
0.958,-0.084,-0.042215382449158324
0.96,-0.08,-0.040293800197538025
0.962,-0.08,-0.038552279290884964
0.964,-0.077,-0.03683653709420244
0.966,-0.073,-0.034947388300468
0.968,-0.077,-0.03272682437646368
0.97,-0.085,-0.03013728986712454
0.972,-0.077,-0.027309771177241884
0.974,-0.071,-0.024538060558756604
0.976,-0.069,-0.022208034980748477
0.978,-0.063,-0.020670827174115156
0.98,-0.055,-0.02009022160782884
0.982,-0.052,-0.020309977674832596
0.984,-0.043,-0.02079103882966007
0.986,-0.057,-0.020657650655389038
0.988,-0.076,-0.018863169491406918
0.99,-0.065,-0.014446317939560771
0.992,-0.057,-0.00681258833869727
0.994,-0.049,0.0040394830092724005
0.996,-0.043,0.017416487460364463
0.998,-0.029,0.0319930238980852
1.0,0.01,0.04604035089428636
1.002,0.046,0.057775992463810086
1.004,0.044,0.065746448159878
1.006,0.029,0.06913612537965483
1.008,0.024,0.06791752854570324
1.01,0.015,0.0628127436747769
1.012,0.003,0.055095356620534774
1.014,-0.006,0.04629996711088682
1.016,-0.015,0.03791717488357858
1.018,-0.02,0.03114162999848101
1.02,-0.015,0.026717356364391882
1.022,-0.015,0.024894802252804157
1.024,-0.012,0.025485280467074493
1.026,-0.009,0.027978357919096572
1.028,-0.01,0.03168129101748948
1.03,-0.01,0.03584634205391896
1.032,-0.006,0.03976653741684013
1.034,-0.005,0.042836022386249104
1.036,-0.003,0.04458189690954983
1.038,0.0,0.044678122779058325
1.04,0.0,0.04294993303469489
1.042,0.001,0.039371979583834725
1.044,-0.008,0.03405871053300658
1.046,-0.02,0.027244326100055245
1.048,-0.027,0.019252802847967706
1.05,-0.035,0.01046279016669326
1.052,-0.043,0.0012732532635728435
1.054,-0.051,-0.007927537299482538
1.056,-0.058,-0.016791277222880253
1.058,-0.069,-0.025039471542915116
1.06,-0.085,-0.03249165866991892
1.062,-0.09,-0.03908266620909489
1.064,-0.09,-0.04485596012689167
1.066,-0.091,-0.04992611906285093
1.068,-0.089,-0.05441850141051918
1.07,-0.09,-0.058409323913528516
1.072,-0.115,-0.06189311608456833
1.074,-0.12,-0.06479187936521051
1.076,-0.113,-0.06699829508531632
1.078,-0.116,-0.06842903056150243
1.08,-0.115,-0.06906365978021303
1.082,-0.111,-0.06895659659338535
1.084,-0.11,-0.06822334277751782
1.086,-0.11,-0.0670114241903365
1.088,-0.11,-0.06546921976936229
1.09,-0.11,-0.06372358980557553
1.092,-0.106,-0.06187221174519877
1.094,-0.104,-0.05999158715867507
1.096,-0.106,-0.05815792836079524
1.098,-0.104,-0.05647490280202143
1.1,-0.1,-0.05509926943759591
1.102,-0.1,-0.05425424188594873
1.104,-0.1,-0.054222295337410395
1.106,-0.102,-0.05531345711433937
1.108,-0.097,-0.05781026793598093
1.11,-0.095,-0.061895069366898044
1.112,-0.138,-0.06756657801369582
1.114,-0.141,-0.074549242938398
1.116,-0.123,-0.08219692305231543
1.118,-0.12,-0.08940485181666806
1.12,-0.11,-0.0945722275426842
1.122,-0.093,-0.09567984434056782
1.124,-0.153,-0.0905322059666478
1.126,-0.173,-0.07715119216654745
1.128,-0.125,-0.05422541747836957
1.13,-0.09,-0.021469769469123524
1.132,-0.009,0.020226081497869385
1.134,0.05,0.06889413500287052
1.136,0.092,0.12176815186289261
1.138,0.135,0.17563634882392562
1.14,0.175,0.22716799219549144
1.142,0.225,0.2731672046080846
1.144,0.252,0.3107613519417902
1.146,0.272,0.3375610302602721
1.148,0.303,0.35182732673541395
1.15,0.32,0.3526551767321598
1.152,0.307,0.3401413887835274
1.154,0.304,0.3154720013192833
1.156,0.253,0.2808583371733899
1.158,0.169,0.23928616141328288
1.16,0.125,0.194108556550882
1.162,0.075,0.148579517486993
1.164,0.046,0.10545334356995077
1.166,0.034,0.06674569714179869
1.168,0.013,0.03368217055688143
1.17,-0.025,0.0067894188413183485
1.172,-0.062,-0.01395077187367806
1.174,-0.089,-0.02895132013247441
1.176,-0.095,-0.03889970241953252
1.178,-0.089,-0.0446588718216568
1.18,-0.09,-0.04717169287197833
1.182,-0.09,-0.047364642195232676
1.184,-0.09,-0.04606265724134092
1.186,-0.088,-0.04393201148633691
1.188,-0.085,-0.04146156287746757
1.19,-0.085,-0.038981759327735434
1.192,-0.085,-0.03671112033489128
1.194,-0.085,-0.034813540672343476
1.196,-0.085,-0.03344727470629956
1.198,-0.084,-0.03278867252139186
1.2,-0.08,-0.03302105750435398
1.202,-0.08,-0.03429038277969241
1.204,-0.08,-0.036641450071819154
1.206,-0.081,-0.03995765116114602
1.208,-0.078,-0.04393034864460677
1.21,-0.08,-0.048079296867356194
1.212,-0.114,-0.05183135089725414
1.214,-0.118,-0.05464198792583744
1.216,-0.106,-0.056121872981700356
1.218,-0.104,-0.05612422040389469
1.22,-0.1,-0.05476510554155053
1.222,-0.096,-0.05237727420357321
1.224,-0.092,-0.049420517560787164
1.226,-0.087,-0.04637985214560433
1.228,-0.085,-0.04367903011306709
1.23,-0.09,-0.041626531938732274
1.232,-0.09,-0.04039808860027874
1.234,-0.09,-0.040047834137417825
1.236,-0.09,-0.04053368008613857
1.238,-0.09,-0.041743479072322794
1.24,-0.09,-0.043514888966507015
1.242,-0.09,-0.045649097593191815
1.244,-0.093,-0.04792314420836324
1.246,-0.095,-0.050106178831355985
1.248,-0.096,-0.05198236809446403
1.25,-0.1,-0.053379241683684596
1.252,-0.1,-0.054196959812581665
1.254,-0.103,-0.05443205356824027
1.256,-0.106,-0.05418852807783967
1.258,-0.104,-0.05366979599524986
1.26,-0.1,-0.05314738055410693
1.262,-0.1,-0.05290727313950866
1.264,-0.101,-0.053181296799198426
1.266,-0.098,-0.05407665955131644
1.268,-0.095,-0.055520836791473495
1.27,-0.095,-0.05724073633140685
1.272,-0.092,-0.058792866227615335
1.274,-0.114,-0.0596509014100293
1.276,-0.125,-0.059337038191077066
1.278,-0.112,-0.05756074295362341
1.28,-0.105,-0.05431744498532498
1.282,-0.097,-0.049910662324727045
1.284,-0.089,-0.04488893958584437
1.286,-0.082,-0.03991823505191933
1.288,-0.072,-0.035629110072238214
1.29,-0.065,-0.03248332133184249
1.292,-0.077,-0.030696966757293463
1.294,-0.085,-0.030238167802629737
1.296,-0.085,-0.030890990301886034
1.298,-0.085,-0.03235470492627203
1.3,-0.085,-0.034339454114096155
1.302,-0.085,-0.03662785446318408
1.304,-0.084,-0.039089712367236164
1.306,-0.087,-0.04165505313269277
1.308,-0.082,-0.044264095602012596
1.31,-0.075,-0.04681962853053101
1.312,-0.104,-0.049165306546241266
1.314,-0.111,-0.051100694503109216
1.316,-0.101,-0.05242438934398796
1.318,-0.1,-0.05298252782515592
1.32,-0.1,-0.05270148152084359
1.322,-0.096,-0.051596609801173046
1.324,-0.095,-0.049761120171892784
1.326,-0.094,-0.047343486011480945
1.328,-0.089,-0.04452051420544988
1.33,-0.085,-0.041470663004301904
1.332,-0.085,-0.038351033627920736
1.334,-0.082,-0.035281200679193825
1.336,-0.08,-0.03233611298507059
1.338,-0.079,-0.029548114223696503
1.34,-0.075,-0.026915615233405153
1.342,-0.071,-0.02441434818146599
1.344,-0.067,-0.02200714674734237
1.346,-0.065,-0.019649629394720317
1.348,-0.064,-0.01729106701385694
1.35,-0.06,-0.014871397399605614
1.352,-0.056,-0.012317060704461005
1.354,-0.055,-0.009540256815459936
1.356,-0.054,-0.0064471377866616945
1.358,-0.049,-0.0029585452490750877
1.36,-0.045,0.0009579917101537213
1.362,-0.046,0.005252407748776763
1.364,-0.039,0.009764922292979612
1.366,-0.032,0.0142218817468346
1.368,-0.029,0.018265416108073636
1.37,-0.025,0.0215186344599387
1.372,-0.021,0.023676312577903712
1.374,-0.018,0.024600295072579437
1.376,-0.01,0.024392208511697388
1.378,-0.015,0.023416887480583043
1.38,-0.04,0.022261720792010886
1.382,-0.034,0.021639124090884393
1.384,-0.023,0.02226128492577502
1.386,-0.018,0.024723580735903323
1.388,-0.013,0.029421262992370516
1.39,-0.005,0.03650442294356357
1.392,0.004,0.0458634785162452
1.394,0.007,0.057136525967879694
1.396,0.016,0.06973698827568081
1.398,0.027,0.0829080316497795
1.4,0.04,0.09581182184777058
1.402,0.078,0.10765178019897162
1.404,0.089,0.1178067418284591
1.406,0.084,0.12593927407529715
1.408,0.085,0.13204146740962933
1.41,0.085,0.13640412929234555
1.412,0.085,0.1395257939614625
1.414,0.089,0.14199690203273674
1.416,0.104,0.14439291159758325
1.418,0.115,0.14719315896835833
1.42,0.105,0.1507235708221191
1.422,0.1,0.15511458050039867
1.424,0.103,0.1602744957707978
1.426,0.121,0.16589157524401138
1.428,0.137,0.17147869809649718
1.43,0.135,0.17645900333275957
1.432,0.135,0.18027221866940868
1.434,0.135,0.18247452873818212
1.436,0.135,0.18281169668456088
1.438,0.135,0.1812563423045564
1.44,0.135,0.17800724452695776
1.442,0.136,0.17345044825376288
1.444,0.127,0.16808338245493554
1.446,0.115,0.16240905748363954
1.448,0.108,0.15681885216479385
1.45,0.095,0.15149462222967788
1.452,0.084,0.1463651282232032
1.454,0.101,0.14114081011716573
1.456,0.108,0.13542414320439336
1.458,0.091,0.12886015676732426
1.46,0.08,0.12127173164247079
1.462,0.068,0.11273091445052032
1.464,0.056,0.10354638207570412
1.466,0.046,0.0941800342061157
1.468,0.038,0.08512676477262045
1.47,0.03,0.07679637043421406
1.472,0.022,0.06942895477284095
1.474,0.017,0.06306113666254164
1.476,0.013,0.057545136865717494
1.478,0.009,0.05260982495536932
1.48,0.005,0.04794409898759921
1.482,0.001,0.04327973026083778
1.484,-0.003,0.03845304191411599
1.486,-0.008,0.03343115965294843
1.488,-0.01,0.028297229831080403
1.49,-0.015,0.02319880950951127
1.492,-0.041,0.01827449733986326
1.494,-0.044,0.013584633026546396
1.496,-0.039,0.009076848708984031
1.498,-0.04,0.004608085898171692
1.5,-0.035,2.0195231823402996e-05
1.502,-0.034,-0.0047619297741549275
1.504,-0.042,-0.009655744631887847
1.506,-0.062,-0.014408043482744461
1.508,-0.076,-0.0186534437481781
1.51,-0.07,-0.022020550755346816
1.512,-0.069,-0.024241875518119644
