Tempo_s,ECG_Bruto,ECG_Filtrado
0.768,-0.28,-0.07459415574423513
0.77,-0.28,-0.07587711579401434
0.772,-0.28,-0.07714803846127732
0.774,-0.28,-0.07848422405117204
0.776,-0.28,-0.07991345828390922
0.778,-0.281,-0.08141763478425561
0.78,-0.285,-0.08294097432971795
0.782,-0.285,-0.08440287561930511
0.784,-0.285,-0.08571388017437997
0.786,-0.285,-0.0867917451609324
0.788,-0.285,-0.08757439236265344
0.79,-0.285,-0.08802743665701528
0.792,-0.281,-0.08814560282010848
0.794,-0.28,-0.08794948841411251
0.796,-0.28,-0.08748128593730585
0.798,-0.28,-0.08680373846196697
0.8,-0.28,-0.08600462018301337
0.802,-0.28,-0.0852051832872761
0.804,-0.277,-0.08456758812573223
0.806,-0.274,-0.08429531729866212
0.808,-0.275,-0.0846222895696341
0.81,-0.275,-0.08578955802064388
0.812,-0.275,-0.08801164707702737
0.814,-0.273,-0.09143740959627224
0.816,-0.283,-0.09611270935679236
0.818,-0.296,-0.1019531210400608
0.82,-0.29,-0.10873354300643906
0.822,-0.287,-0.11610005335602633
0.824,-0.308,-0.12360855938368805
0.826,-0.325,-0.13079054030224305
0.828,-0.325,-0.13723460833161133
0.83,-0.325,-0.142660066620659
0.832,-0.325,-0.1469573256566758
0.834,-0.328,-0.15018305609327595
0.836,-0.331,-0.15251587816415113
0.838,-0.33,-0.15419059680923128
0.84,-0.33,-0.15543236181765338
0.842,-0.334,-0.1564088552319635
0.844,-0.335,-0.15721107384370445
0.846,-0.335,-0.15786332198777522
0.848,-0.335,-0.15835357857532203
0.85,-0.335,-0.158669876660592
0.852,-0.331,-0.15882846048768812
0.854,-0.33,-0.15888456560390452
0.856,-0.33,-0.1589242882623496
0.858,-0.33,-0.15904296881105423
0.86,-0.33,-0.1593192707539166
0.862,-0.33,-0.15979414251051036
0.864,-0.33,-0.1604611826909724
0.866,-0.33,-0.16127093656937302
0.868,-0.33,-0.16214736872181496
0.87,-0.33,-0.1630111547783163
0.872,-0.33,-0.16380248229829486
0.874,-0.33,-0.16449638403864678
0.876,-0.33,-0.16510620080259228
0.878,-0.33,-0.16567476491960226
0.88,-0.33,-0.1662569479025322
0.882,-0.33,-0.16689990376001
0.884,-0.33,-0.1676277141214762
0.886,-0.33,-0.16843510590432217
0.888,-0.33,-0.1692912797677902
0.89,-0.33,-0.17015108262488207
0.892,-0.33,-0.17096826609755772
0.894,-0.33,-0.1717053509465152
0.896,-0.33,-0.1723366932478665
0.898,-0.33,-0.17284478664889172
0.9,-0.33,-0.17321310002715362
0.902,-0.33,-0.17342034045420673
0.904,-0.331,-0.17344017935730374
0.906,-0.328,-0.17324764659812875
0.908,-0.325,-0.17283014368476132
0.91,-0.325,-0.17219893017105492
0.912,-0.325,-0.171396425029491
0.914,-0.322,-0.17049537604338308
0.916,-0.319,-0.1695879801118998
0.918,-0.32,-0.1687665606273845
0.92,-0.32,-0.16810117943139494
0.922,-0.316,-0.16762146497291383
0.924,-0.315,-0.16730912545267
0.926,-0.315,-0.16710467931365966
0.928,-0.315,-0.16692748385236816
0.93,-0.315,-0.16670300585050285
0.932,-0.311,-0.1663876588326555
0.934,-0.31,-0.16598195231434607
0.936,-0.31,-0.1655273972318347
0.938,-0.31,-0.165088948246538
0.94,-0.31,-0.164729585346258
0.942,-0.306,-0.16448569947328998
0.944,-0.305,-0.16435168778341808
0.946,-0.305,-0.16427985411693685
0.948,-0.305,-0.1641969908502577
0.95,-0.305,-0.1640324963314732
0.952,-0.305,-0.16374722976870157
0.954,-0.302,-0.1633508832067351
0.956,-0.299,-0.16289994317093945
0.958,-0.3,-0.16247655090336716
0.96,-0.3,-0.16215654471238217
0.962,-0.3,-0.16197879836499035
0.964,-0.297,-0.16192676902938996
0.966,-0.294,-0.16192887685611385
0.968,-0.295,-0.1618790397424208
0.97,-0.295,-0.16167298252673737
0.972,-0.295,-0.16125019294750909
0.974,-0.296,-0.16062745549396465
0.976,-0.293,-0.15991042304999117
0.978,-0.29,-0.1592757740459415
0.98,-0.29,-0.15892619545412667
0.982,-0.29,-0.15902945840793137
0.984,-0.29,-0.15965723078139218
0.986,-0.29,-0.1607380420224095
0.988,-0.289,-0.16203433631475656
0.99,-0.285,-0.1631490620905501
0.992,-0.285,-0.16356422403179188
0.994,-0.285,-0.16271110974953734
0.996,-0.285,-0.16006704002227928
0.998,-0.286,-0.15526541789511164
1.0,-0.285,-0.1481968033361264
1.002,-0.27,-0.13907379615986487
1.004,-0.253,-0.12843690307131783
1.006,-0.237,-0.11709352844708884
1.008,-0.221,-0.10600228353205784
1.01,-0.21,-0.09613048448851352
1.012,-0.205,-0.0883170989077583
1.014,-0.205,-0.0831661113220611
1.016,-0.205,-0.08098152719348344
1.018,-0.205,-0.08174264743243605
1.02,-0.205,-0.08511293517732058
1.022,-0.206,-0.09047875573560786
1.024,-0.201,-0.09702052437798604
1.026,-0.219,-0.10382019184266408
1.028,-0.242,-0.10999935112187804
1.03,-0.235,-0.11486366221941355
1.032,-0.235,-0.11801455597888671
1.034,-0.232,-0.11939259074171416
1.036,-0.23,-0.11923958608159355
1.038,-0.229,-0.11799527485394215
1.04,-0.225,-0.11616382855631448
1.042,-0.225,-0.11419015744446186
1.044,-0.226,-0.1123770649909577
1.046,-0.223,-0.11085726942330815
1.048,-0.22,-0.1096155906098505
1.05,-0.22,-0.10854269031842186
1.052,-0.216,-0.10749639687884953
1.054,-0.215,-0.10634979906504591
1.056,-0.213,-0.10501437089265345
1.058,-0.209,-0.10343767779679122
1.06,-0.21,-0.10158460327971851
1.062,-0.211,-0.09941513538828053
1.064,-0.204,-0.0968696854760213
1.066,-0.197,-0.09386717901184809
1.068,-0.194,-0.09031561537928322
1.07,-0.19,-0.08613125847931649
1.072,-0.182,-0.08126066866719678
1.074,-0.176,-0.0756993950252931
1.076,-0.173,-0.06950295192601397
1.078,-0.168,-0.06278887092263027
1.08,-0.16,-0.055731123223557194
1.082,-0.152,-0.048549193287748954
1.084,-0.144,-0.04149404563971772
1.086,-0.136,-0.03483242583955016
1.088,-0.128,-0.028829428320575466
1.09,-0.12,-0.02372808998370638
1.092,-0.111,-0.01972551892589229
1.094,-0.112,-0.016947849429183093
1.096,-0.116,-0.015428906066965255
1.098,-0.115,-0.015097486267796265
1.1,-0.115,-0.015776084070944413
1.102,-0.115,-0.017192318071466126
1.104,-0.115,-0.019004280318276928
1.106,-0.115,-0.02084051935957918
1.108,-0.115,-0.02235244155250491
1.11,-0.115,-0.02327217710474405
1.112,-0.115,-0.0234649413568596
1.114,-0.115,-0.022963978477801697
1.116,-0.115,-0.021979098829749882
1.118,-0.115,-0.020875596877531502
1.12,-0.115,-0.020126770930702056
1.122,-0.115,-0.020248136176475237
1.124,-0.115,-0.021723563624023813
1.126,-0.115,-0.024933341254840154
1.128,-0.115,-0.03009292258320956
1.13,-0.12,-0.03721006841526626
1.132,-0.138,-0.04606719230684263
1.134,-0.133,-0.05623450241449424
1.136,-0.139,-0.06711803509515499
1.138,-0.173,-0.07804344817421047
1.14,-0.195,-0.0883671067463369
1.142,-0.196,-0.09759020450032636
1.144,-0.195,-0.10544040983980592
1.146,-0.195,-0.1118921770499596
1.148,-0.195,-0.11712055897275667
1.15,-0.195,-0.12140909290659743
1.152,-0.198,-0.12504626145091693
1.154,-0.209,-0.12824354727239343
1.156,-0.218,-0.13109510580641145
1.158,-0.221,-0.13358155690093818
1.16,-0.225,-0.13560614513188704
1.162,-0.221,-0.13704584953093343
1.164,-0.22,-0.13780256690425824
1.166,-0.218,-0.13784524537669182
1.168,-0.214,-0.137237703728111
1.17,-0.215,-0.13614723379718496
1.172,-0.215,-0.1348281212887516
1.174,-0.212,-0.13357575388062928
1.176,-0.209,-0.1326537977528868
1.178,-0.21,-0.13220841220648313
1.18,-0.21,-0.1321948457795235
1.182,-0.206,-0.13234658439229896
1.184,-0.204,-0.1322115992203407
1.186,-0.206,-0.13126426498313482
1.188,-0.204,-0.12907819295437414
1.19,-0.2,-0.125520161217131
1.192,-0.2,-0.12090636794844457
1.194,-0.199,-0.1160564175016636
1.196,-0.203,-0.11219095383614057
1.198,-0.204,-0.11064555358983892
1.2,-0.195,-0.11241490001632459
1.202,-0.187,-0.11759355162421202
1.204,-0.179,-0.12483293859845511
1.206,-0.171,-0.13097149034587444
1.208,-0.162,-0.130997039549857
1.21,-0.155,-0.11845573251374242
1.212,-0.154,-0.08633052234613561
1.214,-0.119,-0.0282917858775951
1.216,-0.042,0.05989456950121756
1.218,0.072,0.17909000322581248
1.22,0.225,0.3259281145620094
1.222,0.411,0.49260239564570596
1.224,0.569,0.6674010610214262
1.226,0.731,0.8359620533356539
1.228,0.906,0.9830981775264067
1.23,1.065,1.094930202313303
1.232,1.215,1.160966573069637
1.234,1.221,1.1757119595989265
1.236,1.087,1.1394321501829519
1.238,0.93,1.0578879328032906
1.24,0.815,0.9411305300057896
1.242,0.696,0.8017008006055855
1.244,0.572,0.6526787151311765
1.246,0.431,0.5059717529439988
1.248,0.295,0.3710845229108323
1.25,0.195,0.2544618014796094
1.252,0.104,0.15938298601157325
1.254,0.041,0.08630819862764971
1.256,-0.013,0.033527847327480834
1.258,-0.059,-0.002051307014212655
1.26,-0.08,-0.024137959522233632
1.262,-0.097,-0.03642232799476609
1.264,-0.104,-0.04214231843039977
1.266,-0.105,-0.04386538652414964
1.268,-0.105,-0.04345990724299481
1.27,-0.105,-0.042200757311334776
1.272,-0.105,-0.04093964112039672
1.274,-0.105,-0.04027222184905106
1.276,-0.105,-0.0406503527682826
1.278,-0.105,-0.04241525095402392
1.28,-0.1,-0.04576006807713923
1.282,-0.094,-0.05065927831189279
1.284,-0.106,-0.05681760475864658
1.286,-0.122,-0.06368443301102501
1.288,-0.133,-0.07055023399404885
1.29,-0.145,-0.07670180243751488
1.292,-0.141,-0.08158380636993597
1.294,-0.139,-0.08491071942566025
1.296,-0.14,-0.08669558899961449
1.298,-0.14,-0.08719616779366635
1.3,-0.14,-0.0868072653380119
1.302,-0.14,-0.08594046477823672
1.304,-0.141,-0.0849282134497185
1.306,-0.138,-0.08397440138308293
1.308,-0.135,-0.08315519634300741
1.31,-0.135,-0.0824583899067266
1.312,-0.135,-0.08184038082781234
1.314,-0.135,-0.08127789209738194
1.316,-0.135,-0.08079589390280514
1.318,-0.135,-0.08046263333293753
1.32,-0.135,-0.08035462599377238
1.322,-0.131,-0.0805053676328409
1.324,-0.13,-0.08085798657608316
1.326,-0.13,-0.08124185100191667
1.328,-0.13,-0.08138574824305202
1.33,-0.13,-0.08096766709859404
1.332,-0.13,-0.07968798692349813
1.334,-0.131,-0.07734414885621935
1.336,-0.126,-0.07388393802096542
1.338,-0.119,-0.0694217338238108
1.34,-0.115,-0.06421488230684641
1.342,-0.107,-0.058610507309284764
1.344,-0.102,-0.052980995210913
1.346,-0.096,-0.04766638252166106
1.348,-0.089,-0.04293551578635902
1.35,-0.085,-0.038969209056019874
1.352,-0.081,-0.0358615534250563
1.354,-0.08,-0.033631998363175125
1.356,-0.08,-0.032240797792772315
1.358,-0.08,-0.03160278536836442
1.36,-0.08,-0.031597849626961445
1.362,-0.08,-0.03207957715922822
1.364,-0.08,-0.03288507346739264
1.366,-0.08,-0.033848185167548096
1.368,-0.08,-0.0348155476836378
1.37,-0.08,-0.03566160702729821
1.372,-0.08,-0.03629704107565271
1.374,-0.08,-0.03666620574493645
1.376,-0.08,-0.036733242351703436
1.378,-0.08,-0.03646163324308764
1.38,-0.08,-0.035795750231845565
1.382,-0.08,-0.03465308913072964
1.384,-0.081,-0.03293173980358961
1.386,-0.077,-0.03053081392914982
1.388,-0.068,-0.02737556812841915
1.39,-0.065,-0.023437127216098926
1.392,-0.061,-0.01873948334023116
1.394,-0.054,-0.0133514368064943
1.396,-0.047,-0.007366011133460151
1.398,-0.044,-0.0008737703553251246
1.4,-0.04,0.0060613273651593585
1.402,-0.028,0.013415269538284836
1.404,-0.018,0.021200758509908883
1.406,-0.011,0.02944518187148053
1.408,-0.003,0.038152397778984534
1.41,0.005,0.04725770423686186
1.412,0.013,0.05659194731166212
1.414,0.019,0.06587263403426674
1.416,0.035,0.07473364426552033
1.418,0.053,0.08279091123428504
1.42,0.055,0.08972456807527823
1.422,0.054,0.0953481305326987
1.424,0.058,0.09964013881151276
1.426,0.06,0.10273151064942226
1.428,0.061,0.10486170729702321
1.43,0.065,0.10632794842475202
1.432,0.063,0.1074503223992921
1.434,0.078,0.10856362866829244
1.436,0.085,0.11002901377287495
1.438,0.079,0.11224290212603111
1.44,0.08,0.11561737350864443
1.442,0.076,0.12052035316604585
1.444,0.072,0.12718986026922469
1.446,0.084,0.13565913554097012
1.448,0.105,0.14573390640308773
1.45,0.125,0.1570433361016744
1.452,0.16,0.16914985348019257
1.454,0.165,0.18166950101324247
1.456,0.157,0.1943453859022554
1.458,0.153,0.2070419957985933
1.46,0.155,0.21967484091224818
1.462,0.191,0.2321275360896189
1.464,0.218,0.2442106718402057
1.466,0.23,0.25568384901462127
1.468,0.236,0.2663207562693944
1.47,0.24,0.2759762562555152
1.472,0.252,0.2846218419100858
1.474,0.259,0.29233767714541703
1.476,0.262,0.2992688117995969
1.478,0.266,0.3055636029568753
1.48,0.27,0.31131570544534654
1.482,0.272,0.3165291446250148
1.484,0.291,0.3211183634898974
1.486,0.301,0.3249420116197537
1.488,0.294,0.3278555326652576
1.49,0.295,0.32976164747036657
1.492,0.295,0.3306437813858436
1.494,0.295,0.3305796581804414
1.496,0.295,0.32974053319189095
1.498,0.295,0.32838132239741574
